Case Origin,Type,Category,Sub-Category,Station,Date/Time Opened,Date/Time Closed,Age (Days)
Website,Complaint,Police,Lack of Presence - Train,,4/13/18 20:25,4/19/18 17:26,6
Website,Complaint,Policies,Policies Misc.,R30 - North Berkeley,4/13/18 21:14,4/20/18 15:19,7
Website,Complaint,AFC,Vendor Inoperative,W40 - Millbrae,4/14/18 10:39,4/20/18 16:15,6
Website,Complaint,Policies,Policies Misc.,C50 - Pleasant Hill/Contra Costa Centre,4/14/18 12:11,4/20/18 16:18,6
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,4/14/18 12:21,4/20/18 16:26,6
Website,Complaint,Train Cleanliness,Train Clean - Misc.,,4/14/18 15:52,4/24/18 10:39,10
Website,Complaint,Police,Lack of Police Response,A20 - Fruitvale (Oakland),4/14/18 18:12,4/20/18 16:34,6
Website,Complaint,Quality of Life,Transient,,4/14/18 18:17,4/20/18 17:04,6
Website,Complaint,Police,Lack of Presence - Train,,4/14/18 18:59,4/20/18 17:07,6
Website,Complaint,Station Cleanliness,Facilities Maintenance Misc.,,4/14/18 20:47,4/16/18 12:02,2
Website,Complaint,Maintenance and Equipment,M&E Misc.,C50 - Pleasant Hill/Contra Costa Centre,4/14/18 21:30,4/24/18 11:23,10
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,4/14/18 23:44,4/24/18 11:26,9
Website,Complaint,Trains,Trains Misc.,,4/15/18 13:34,4/24/18 11:29,9
Website,Complaint,Service,Scheduling,,4/15/18 14:52,4/24/18 11:33,9
Website,Complaint,Maintenance and Equipment,Lighting,,4/15/18 15:10,4/20/18 15:59,5
Website,Complaint,Service,5AM Start,,4/16/18 4:18,4/20/18 17:15,5
Website,Complaint,Police,Police Misc.,C80 - Pittsburg/Bay Point,4/16/18 6:10,4/24/18 11:36,8
Website,Complaint,Service,5AM Start,,4/16/18 7:10,4/24/18 11:39,8
Website,Complaint,Police,Lack of Presence - STA,W10 - Colma,4/16/18 7:23,4/24/18 11:43,8
Website,Complaint,Trains,Air Conditioning Inoperative,,4/16/18 8:15,4/24/18 11:49,8
Website,Complaint,Parking,Paid Reserve,M90 - Daly City,4/16/18 8:21,4/24/18 11:58,8
Phone,Complaint,Police,Police Misc.,,4/16/18 9:36,4/16/18 9:39,0
Email,Complaint,Service,5AM Start,,4/16/18 10:36,4/16/18 10:36,0
Website,Complaint,Service,Delays,R30 - North Berkeley,4/16/18 10:40,4/24/18 12:10,8
Website,Complaint,Police,Fare Evasion,M50 - 16th St. Mission (SF),4/16/18 12:59,4/24/18 12:43,8
Email,Complaint,Station Cleanliness,Grounds,C40 - Walnut Creek,4/16/18 14:00,4/20/18 10:54,4
Email,Complaint,Quality of Life,Transient,,4/16/18 14:32,4/17/18 8:55,1
Phone,Complaint,Passenger Information,Improve Website,,4/16/18 15:31,4/25/18 10:44,9
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,4/16/18 17:20,4/25/18 9:14,9
Website,Complaint,Policies,Operations,,4/16/18 17:28,4/25/18 10:31,9
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),4/16/18 17:35,4/25/18 10:54,9
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,4/16/18 17:55,4/25/18 9:24,9
Website,Complaint,Policies,Smoking Enforcement,,4/16/18 19:06,4/25/18 10:59,9
Website,Complaint,Maintenance and Equipment,Escalator,W20 - South San Francisco,4/17/18 5:20,4/30/18 17:38,14
Website,Complaint,Quality of Life,Transient,,4/17/18 5:38,4/30/18 17:35,13
Website,Complaint,Quality of Life,Transient,,4/17/18 5:57,5/1/18 8:01,14
Website,Complaint,Quality of Life,Unclean Individual,C60 - Concord,4/17/18 6:07,4/30/18 17:32,13
Website,Complaint,Service,Delays,C80 - Pittsburg/Bay Point,4/17/18 6:27,4/30/18 17:31,13
Website,Complaint,Quality of Life,Unclean Individual,C30 - Lafayette,4/17/18 7:00,4/30/18 17:27,13
Website,Complaint,Quality of Life,Unclean Individual,,4/17/18 7:31,4/30/18 17:16,13
Website,Complaint,Service,Service Misc.,,4/17/18 8:05,4/30/18 17:14,13
Website,Complaint,Service,Service Misc.,C40 - Walnut Creek,4/17/18 8:07,4/30/18 17:12,13
Website,Complaint,Trains,Trains Misc.,,4/17/18 8:45,4/24/18 14:04,7
Website,Complaint,Police,Lack of Presence - Train,,4/17/18 8:48,4/30/18 16:42,13
Phone,Complaint,AFC,Clipper,M70 - Glen Park (SF),4/17/18 8:53,4/17/18 8:53,0
Phone,Complaint,Train Cleanliness,Seats,,4/17/18 8:54,4/17/18 9:13,0
Website,Complaint,Quality of Life,Transient,,4/17/18 8:55,4/30/18 16:35,13
Phone,Complaint,Train Cleanliness,Interior Car Cleanliness,,4/17/18 8:55,4/17/18 9:03,0
Website,Complaint,Maintenance and Equipment,Escalator,K10 - 12th St. Oakland City Center,4/17/18 9:02,4/30/18 16:31,13
Email,Complaint,Police,Fare Evasion,M16 - Embarcadero (SF),4/17/18 9:11,4/17/18 9:11,0
Website,Complaint,AFC,More Gates/Vendors,M60 - 24th St. Mission (SF),4/17/18 9:35,4/30/18 16:24,13
Website,Complaint,AFC,Gate Malfunction,,4/17/18 9:45,4/30/18 16:21,13
Website,Complaint,Service,Scheduling,M60 - 24th St. Mission (SF),4/17/18 10:16,5/1/18 8:11,14
Website,Complaint,Service,5AM Start,,4/17/18 10:57,5/1/18 8:26,14
Website,Complaint,Service,5AM Start,,4/17/18 13:51,5/1/18 8:34,14
Website,Complaint,Policies,Operations,,4/17/18 14:26,5/1/18 8:36,14
Website,Complaint,Trains,Trains Misc.,,4/17/18 14:51,5/1/18 8:47,14
Website,Complaint,Maintenance and Equipment,Escalator,M20 - Montgomery St. (SF),4/17/18 15:24,5/1/18 8:52,14
Website,Complaint,Announcements,Quality Train Announcements,,4/17/18 15:53,5/1/18 8:59,14
Website,Complaint,Trains,Air Conditioning Inoperative,,4/17/18 16:32,5/1/18 9:02,14
Website,Complaint,Passenger Information,Inadequate/Incorrect,C40 - Walnut Creek,4/17/18 16:33,5/1/18 9:06,14
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),4/17/18 17:16,5/1/18 11:26,14
Website,Complaint,Service,Short Trains,,4/17/18 17:32,5/1/18 11:40,14
Website,Complaint,Quality of Life,Mental Health,,4/17/18 17:41,5/1/18 12:00,14
Website,Complaint,Maintenance and Equipment,Escalator,K10 - 12th St. Oakland City Center,4/17/18 18:10,5/1/18 12:21,14
Website,Complaint,Policies,Fares,Y10 - San Francisco Int'l Airport,4/17/18 19:29,4/30/18 17:48,13
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,4/18/18 5:48,5/1/18 13:12,13
Website,Complaint,Service,Delays,M60 - 24th St. Mission (SF),4/18/18 6:15,5/1/18 14:15,13
Website,Complaint,Quality of Life,Transient,,4/18/18 6:46,5/1/18 14:34,13
Website,Complaint,Policies,Marketing and Promotions,,4/18/18 7:02,5/1/18 14:39,13
Website,Complaint,Quality of Life,Unclean Individual,M90 - Daly City,4/18/18 7:32,4/24/18 17:21,6
Website,Complaint,Quality of Life,Transient,,4/18/18 7:45,4/24/18 17:20,6
Phone,Complaint,Maintenance and Equipment,M&E Misc.,R40 - El Cerrito Plaza,4/18/18 7:54,5/1/18 14:46,13
Website,Complaint,Service,Service Misc.,,4/18/18 7:57,5/1/18 15:01,13
Website,Complaint,Announcements,Announcements Misc.,C80 - Pittsburg/Bay Point,4/18/18 8:02,4/18/18 9:40,0
Phone,Complaint,Police,Lack of Presence - Train,,4/18/18 8:03,4/18/18 10:41,0
Website,Complaint,Service,Delays,L30 - Dublin/Pleasanton,4/18/18 8:04,4/18/18 9:17,0
Website,Complaint,Parking,Crowded Lots,C50 - Pleasant Hill/Contra Costa Centre,4/18/18 8:39,4/18/18 9:00,0
Website,Complaint,Bike Program,Bikes - Get Bikes Off Trains,,4/18/18 8:50,4/18/18 9:05,0
Website,Complaint,Police,Lack of Police Response,C60 - Concord,4/18/18 9:46,4/23/18 16:59,5
Website,Complaint,Service,5AM Start,,4/18/18 9:59,4/18/18 11:22,0
Website,Complaint,Station Cleanliness,Grounds,,4/18/18 10:41,4/18/18 10:58,0
Website,Complaint,AFC,Clipper,,4/18/18 12:02,4/18/18 17:03,0
Phone,Complaint,Station Cleanliness,Grounds,C40 - Walnut Creek,4/18/18 12:45,4/18/18 12:46,0
Phone,Complaint,Maintenance and Equipment,M&E Misc.,C20 - Orinda,4/18/18 12:49,4/18/18 12:57,0
Phone,Complaint,Quality of Life,Quality of Life - Other,A90 - Fremont,4/18/18 14:23,5/9/18 13:58,21
Phone,Complaint,Service,Scheduling,M90 - Daly City,4/18/18 14:35,4/18/18 14:37,0
Phone,Complaint,Parking,Parking Misc.,A90 - Fremont,4/18/18 14:59,4/18/18 14:59,0
Phone,Complaint,Passenger Information,Inadequate/Incorrect,M80 - Balboa Park (SF),4/18/18 15:18,4/18/18 15:19,0
Phone,Complaint,AFC,AFC Misc.,W40 - Millbrae,4/18/18 15:32,4/18/18 15:32,0
Phone,Complaint,Parking,Crowded Lots,R10 - Ashby (Berkeley),4/18/18 15:54,4/18/18 15:54,0
Phone,Complaint,Maintenance and Equipment,Graffiti,M20 - Montgomery St. (SF),4/18/18 17:22,4/18/18 17:24,0
Website,Complaint,Quality of Life,Transient,,4/18/18 19:15,5/1/18 15:08,13
Website,Complaint,Policies,Policies Misc.,,4/18/18 20:08,5/1/18 15:12,13
Website,Complaint,Police,Lack of Presence - Train,,4/18/18 20:55,5/1/18 15:16,13
Website,Complaint,Station Cleanliness,Elevators,W20 - South San Francisco,4/18/18 22:23,5/1/18 15:27,13
Website,Complaint,Police,Lack of Presence - Train,,4/18/18 23:25,5/1/18 15:47,13
Website,Complaint,Quality of Life,Transient,,4/19/18 0:00,5/1/18 15:54,13
Website,Complaint,Quality of Life,Unclean Individual,,4/19/18 6:00,4/19/18 12:30,0
Website,Complaint,AFC,Vendor Inoperative,A70 - South Hayward,4/19/18 7:49,4/19/18 9:22,0
Website,Complaint,Trains,Air Conditioning Inoperative,,4/19/18 8:08,4/19/18 9:08,0
Website,Complaint,Quality of Life,Quality of Life - Other,,4/19/18 8:21,4/19/18 9:04,0
Phone,Complaint,Station Cleanliness,Parking Garage,M90 - Daly City,4/19/18 8:53,4/19/18 8:54,0
Website,Complaint,Police,Lack of Presence - Train,,4/19/18 9:20,4/19/18 9:50,0
Website,Complaint,AFC,Clipper,,4/19/18 9:46,4/19/18 9:55,0
Website,Complaint,Maintenance and Equipment,Elevator,L30 - Dublin/Pleasanton,4/19/18 10:00,4/19/18 12:15,0
Website,Complaint,Bike Program,Bikes - First Car,,4/19/18 10:54,4/19/18 11:36,0
Website,Complaint,Passenger Information,Directional Signage,,4/19/18 11:38,4/19/18 11:38,0
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,4/19/18 12:30,4/19/18 12:30,0
Website,Complaint,Quality of Life,Transient,,4/19/18 13:15,5/14/18 17:55,25
Website,Complaint,Policies,Operations,R30 - North Berkeley,4/19/18 15:40,5/1/18 16:42,12
Website,Complaint,Police,Lack of Presence - Train,,4/19/18 15:53,4/25/18 11:50,6
Phone,Complaint,Train Cleanliness,Interior Car Cleanliness,M20 - Montgomery St. (SF),4/19/18 16:47,4/19/18 16:48,0
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,M40 - Civic Center/UN Plaza (SF),4/19/18 17:27,4/24/18 17:04,5
Website,Complaint,Announcements,No Delay Announcement,K30 - MacArthur (Oakland),4/19/18 17:28,4/24/18 16:57,5
Website,Complaint,Police,Lack of Presence - Train,,4/19/18 17:36,4/24/18 13:46,5
Website,Complaint,Announcements,Announcements Misc.,K30 - MacArthur (Oakland),4/19/18 17:39,4/24/18 13:44,5
Website,Complaint,Parking,Restrictions/Enforcement,L10 - Castro Valley,4/19/18 18:20,4/24/18 13:35,5
Website,Complaint,Police,Fare Evasion,,4/19/18 18:44,4/24/18 13:34,5
Website,Complaint,Quality of Life,Quality of Life - Other,,4/19/18 20:10,4/24/18 13:31,5
Website,Complaint,Parking,Parking Misc.,A30 - Coliseum,4/19/18 21:33,4/24/18 13:24,5
Website,Complaint,Service,Early Dispatch,L30 - Dublin/Pleasanton,4/19/18 23:51,4/24/18 13:20,5
Website,Complaint,Service,Delays,,4/20/18 5:51,4/24/18 13:12,4
Website,Complaint,Police,Fare Evasion,,4/20/18 6:10,4/24/18 13:10,4
Website,Complaint,Police,Fare Evasion,,4/20/18 6:15,4/24/18 13:08,4
Website,Complaint,Service,Service Misc.,,4/20/18 7:06,4/20/18 17:15,0
Website,Complaint,Service,5AM Start,,4/20/18 7:27,4/24/18 13:03,4
Website,Complaint,Trains,Trains Misc.,,4/20/18 7:57,4/20/18 8:36,0
Website,Complaint,Station Cleanliness,Facilities Maintenance Misc.,,4/20/18 8:22,4/20/18 11:03,0
Website,Complaint,Maintenance and Equipment,M&E Misc.,,4/20/18 8:49,4/20/18 16:51,0
Website,Complaint,Maintenance and Equipment,M&E Misc.,A80 - Union City,4/20/18 10:59,4/20/18 15:58,0
Email,Complaint,Parking,Parking Misc.,,4/20/18 11:01,4/24/18 15:08,4
Email,Complaint,Quality of Life,Quality of Life - Other,,4/20/18 11:08,4/20/18 11:09,0
Phone,Complaint,Parking,Parking Misc.,,4/20/18 11:25,4/20/18 11:29,0
Website,Complaint,Passenger Information,Inadequate/Incorrect,,4/20/18 11:31,4/20/18 15:34,0
Phone,Complaint,Maintenance and Equipment,M&E Misc.,A60 - Hayward,4/20/18 11:58,4/20/18 12:13,0
Website,Complaint,Policies,Policies Misc.,,4/20/18 12:20,4/20/18 13:41,0
Website,Complaint,Police,Lack of Police Response,,4/20/18 13:33,4/20/18 14:34,0
Website,Complaint,Trains,Trains Misc.,,4/20/18 13:35,4/20/18 13:56,0
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),4/20/18 14:06,4/20/18 15:22,0
Phone,Complaint,Policies,Refunds,M30 - Powell St. (SF),4/20/18 14:16,4/20/18 14:19,0
Phone,Complaint,Maintenance and Equipment,M&E Misc.,R40 - El Cerrito Plaza,4/20/18 15:04,4/20/18 15:06,0
Phone,Complaint,Maintenance and Equipment,M&E Misc.,M70 - Glen Park (SF),4/20/18 15:17,5/9/18 13:26,19
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,M16 - Embarcadero (SF),4/20/18 15:50,4/20/18 16:06,0
Email,Complaint,Parking,Parking Misc.,C40 - Walnut Creek,4/20/18 15:54,,108
Phone,Complaint,Bike Program,Bikes - Misc.,C50 - Pleasant Hill/Contra Costa Centre,4/20/18 16:05,5/9/18 13:20,19
Website,Complaint,Quality of Life,Quality of Life - Other,M20 - Montgomery St. (SF),4/20/18 16:06,4/24/18 13:01,4
Website,Complaint,Quality of Life,Unclean Individual,C50 - Pleasant Hill/Contra Costa Centre,4/20/18 16:21,4/20/18 16:21,0
Email,Complaint,Maintenance and Equipment,TDS Signs Not Working,M40 - Civic Center/UN Plaza (SF),4/20/18 17:03,4/20/18 17:13,0
Phone,Complaint,Service,Service Misc.,C40 - Walnut Creek,4/20/18 17:56,4/20/18 17:56,0
Website,Complaint,AFC,Vendor Inoperative,C60 - Concord,4/20/18 21:33,4/24/18 15:48,4
Website,Complaint,Service,Delays,,4/21/18 10:38,5/1/18 17:27,10
Website,Complaint,Police,Fare Evasion,,4/21/18 11:23,5/1/18 17:40,10
Website,Complaint,Service,5AM Start,,4/21/18 12:04,5/1/18 17:49,10
Website,Complaint,Service,Service Misc.,,4/21/18 20:45,5/9/18 16:04,18
Website,Complaint,Maintenance and Equipment,M&E Misc.,K30 - MacArthur (Oakland),4/21/18 22:34,5/2/18 10:15,10
Website,Complaint,Passenger Information,Directional Signage,,4/21/18 23:37,5/2/18 10:34,10
Website,Complaint,Service,Scheduling,,4/22/18 0:15,5/2/18 10:49,10
Website,Complaint,Trains,Trains Misc.,,4/22/18 10:47,5/2/18 11:59,10
Website,Complaint,Station Cleanliness,Facilities Maintenance Misc.,W20 - South San Francisco,4/22/18 11:50,5/2/18 12:26,10
Website,Complaint,Parking,Restrictions/Enforcement,W10 - Colma,4/22/18 13:13,5/2/18 12:51,10
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,4/22/18 16:03,5/1/18 15:11,9
Website,Complaint,Trains,Trains Misc.,,4/22/18 19:31,4/25/18 11:13,3
Website,Complaint,Police,Fare Evasion,,4/22/18 19:31,5/2/18 13:55,10
Website,Complaint,Police,Lack of Presence - STA,C80 - Pittsburg/Bay Point,4/23/18 7:37,5/2/18 14:04,9
Website,Complaint,AFC,Clipper,R50 - El Cerrito del Norte,4/23/18 8:01,5/2/18 14:15,9
Email,Complaint,Maintenance and Equipment,Graffiti,A60 - Hayward,4/23/18 8:22,4/23/18 8:22,0
Phone,Complaint,Station Cleanliness,Grounds,C10 - Rockridge (Oakland),4/23/18 8:32,4/23/18 8:32,0
Website,Complaint,Service,Service Misc.,,4/23/18 8:37,5/2/18 15:53,9
Website,Complaint,Maintenance and Equipment,Escalator,K10 - 12th St. Oakland City Center,4/23/18 9:19,5/2/18 17:17,9
Website,Complaint,Service,Closed Door,W30 - San Bruno,4/23/18 9:59,5/2/18 17:32,9
Website,Complaint,Station Cleanliness,Elevators,K10 - 12th St. Oakland City Center,4/23/18 11:24,5/2/18 17:53,9
Website,Complaint,Service,Delays,,4/23/18 11:31,5/2/18 18:11,9
Website,Complaint,Passenger Information,Directional Signage,K30 - MacArthur (Oakland),4/23/18 12:05,5/2/18 18:16,9
Website,Complaint,AFC,Vendor Inoperative,M30 - Powell St. (SF),4/23/18 12:43,5/4/18 13:38,11
Website,Complaint,Police,Lack of Presence - Train,,4/23/18 13:36,5/4/18 13:35,11
Website,Complaint,Station Cleanliness,Parking Lots,R10 - Ashby (Berkeley),4/23/18 15:11,5/2/18 18:37,9
Phone,Complaint,Maintenance and Equipment,M&E Misc.,Y10 - San Francisco Int'l Airport,4/23/18 16:59,4/23/18 17:00,0
Website,Complaint,Trains,Air Conditioning Inoperative,,4/23/18 17:03,5/3/18 16:25,10
Website,Complaint,Trains,Air Conditioning Inoperative,,4/23/18 17:03,5/1/18 15:57,8
Website,Complaint,Police,Lack of Presence - Train,,4/23/18 17:15,5/1/18 14:26,8
Website,Complaint,Police,Lack of Presence - STA,M90 - Daly City,4/23/18 18:15,5/1/18 14:19,8
Website,Complaint,Police,Police Misc.,,4/23/18 18:17,5/4/18 14:32,11
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,C40 - Walnut Creek,4/23/18 21:52,5/1/18 14:11,8
Website,Complaint,Trains,Air Conditioning Inoperative,,4/24/18 6:25,5/2/18 16:18,8
Website,Complaint,Parking,Parking Misc.,,4/24/18 6:45,5/2/18 16:16,8
Website,Complaint,Police,Lack of Presence - STA,A60 - Hayward,4/24/18 7:03,5/2/18 16:13,8
Website,Complaint,Policies,Refunds,,4/24/18 7:46,5/2/18 15:26,8
Website,Complaint,Train Cleanliness,Train Clean - Misc.,,4/24/18 7:48,5/4/18 13:33,10
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,C80 - Pittsburg/Bay Point,4/24/18 7:58,4/24/18 16:13,0
Website,Complaint,Policies,Ticket Distribution,,4/24/18 9:08,5/1/18 16:18,7
Website,Complaint,Train Cleanliness,Train Clean - Misc.,,4/24/18 9:18,5/2/18 16:08,8
Walk In,Complaint,Station Cleanliness,Facilities Maintenance Misc.,,4/24/18 9:39,4/24/18 9:44,0
Website,Complaint,Police,Lack of Presence - Train,,4/24/18 10:34,5/3/18 16:27,9
Website,Complaint,Policies,Policies Misc.,,4/24/18 10:49,5/1/18 15:53,7
Website,Complaint,Quality of Life,Transient,Y10 - San Francisco Int'l Airport,4/24/18 11:22,4/26/18 12:28,2
Website,Complaint,Police,Lack of Presence - Train,,4/24/18 12:33,5/2/18 16:05,8
Phone,Complaint,Trains,Trains Misc.,L30 - Dublin/Pleasanton,4/24/18 13:08,4/24/18 13:15,0
Phone,Complaint,Maintenance and Equipment,Escalator,,4/24/18 13:15,4/24/18 13:16,0
Phone,Complaint,Maintenance and Equipment,M&E Misc.,R40 - El Cerrito Plaza,4/24/18 13:59,4/24/18 14:05,0
Phone,Complaint,Policies,Refunds,,4/24/18 14:11,4/24/18 14:11,0
Website,Complaint,Service,Short Trains,L30 - Dublin/Pleasanton,4/24/18 14:18,4/24/18 15:05,0
Website,Complaint,Quality of Life,,,4/24/18 15:59,4/25/18 9:07,1
Website,Complaint,Service,,,4/24/18 16:35,4/24/18 17:14,0
Website,Complaint,Service,Service Misc.,,4/24/18 16:35,4/24/18 17:12,0
Website,Complaint,Service,Timed Meet/Connection,,4/24/18 17:46,5/2/18 15:19,8
Phone,Complaint,Passenger Information,Directional Signage,R50 - El Cerrito del Norte,4/24/18 17:46,4/24/18 17:47,0
Website,Complaint,Trains,Air Conditioning Inoperative,,4/24/18 17:52,5/2/18 15:58,8
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,M40 - Civic Center/UN Plaza (SF),4/24/18 18:23,4/26/18 14:41,2
Website,Complaint,Maintenance and Equipment,Landscaped/Tree/Bushes,C40 - Walnut Creek,4/24/18 19:11,4/26/18 14:36,2
Website,Complaint,Station Cleanliness,Stairs,,4/24/18 21:56,4/26/18 15:21,2
Website,Complaint,Service,Scheduling,,4/24/18 22:09,5/3/18 9:02,8
Website,Complaint,Service,Closed Door,C80 - Pittsburg/Bay Point,4/25/18 5:52,5/3/18 9:22,8
Website,Complaint,Service,Closed Door,C60 - Concord,4/25/18 5:52,5/3/18 9:32,8
Website,Complaint,Service,Service Misc.,C80 - Pittsburg/Bay Point,4/25/18 6:18,5/3/18 10:17,8
Website,Complaint,Policies,Operations,S20 - Warm Springs,4/25/18 6:33,4/25/18 12:58,0
Website,Complaint,Service,Delays,W40 - Millbrae,4/25/18 7:19,4/25/18 11:48,0
Website,Complaint,Service,Service Misc.,,4/25/18 8:04,4/25/18 8:13,0
Website,Complaint,Police,Lack of Police Response,C50 - Pleasant Hill/Contra Costa Centre,4/25/18 9:25,4/25/18 9:35,0
Email,Complaint,Station Cleanliness,Parking Lots,A10 - Lake Merritt (Oakland),4/25/18 13:26,5/15/18 8:58,20
Email,Complaint,Police,Fare Evasion,C70 - North Concord/Martinez,4/25/18 15:12,4/25/18 15:26,0
Website,Complaint,Quality of Life,Quality of Life - Other,R10 - Ashby (Berkeley),4/25/18 15:32,4/25/18 16:31,0
Email,Complaint,Police,Fare Evasion,C80 - Pittsburg/Bay Point,4/25/18 15:35,4/25/18 15:35,0
Website,Complaint,Quality of Life,Quality of Life - Other,,4/25/18 15:41,4/25/18 16:07,0
Phone,Complaint,Station Cleanliness,Parking Lots,M70 - Glen Park (SF),4/25/18 16:25,4/25/18 16:27,0
Website,Complaint,Service,Delays,A90 - Fremont,4/25/18 16:55,5/9/18 13:10,14
Phone,Complaint,Maintenance and Equipment,Rail Noise,A60 - Hayward,4/25/18 17:00,4/26/18 13:01,1
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,M40 - Civic Center/UN Plaza (SF),4/25/18 17:01,5/2/18 15:29,7
Website,Complaint,Station Cleanliness,Landscape,C40 - Walnut Creek,4/25/18 17:15,4/26/18 16:36,1
Phone,Complaint,AFC,AFC Misc.,R60 - Richmond,4/25/18 17:18,4/26/18 12:49,1
Phone,Complaint,Maintenance and Equipment,M&E Misc.,R20 - Downtown Berkeley,4/25/18 17:25,4/26/18 12:56,1
Phone,Complaint,Service,5AM Start,,4/25/18 17:27,4/25/18 17:27,0
Website,Complaint,Service,Closed Door,S20 - Warm Springs,4/25/18 17:52,4/26/18 13:40,1
Website,Complaint,Policies,Policies Misc.,,4/25/18 18:03,4/26/18 12:29,1
Website,Complaint,Service,Service Misc.,A60 - Hayward,4/25/18 20:11,4/26/18 12:28,1
Website,Complaint,Service,Delays,,4/26/18 5:27,4/26/18 11:02,0
Website,Complaint,Service,Delays,,4/26/18 5:58,4/26/18 10:55,0
Website,Complaint,Service,Delays,,4/26/18 6:07,4/26/18 10:39,0
Website,Complaint,Service,Delays,C60 - Concord,4/26/18 6:09,4/26/18 11:39,0
